DetId/i, BinaryDetId/B, Section/C, Layer/I, Ring/I, sensorCenterRho_mm/D, sensorCenterZ_mm/D, phi_deg/D
439884946,00011010001110000001110010010010,TBPS, 3, 15, 531.150000, 738.484926, -10.000000
439885969,00011010001110000010000010010001,TBPS, 3, 16, 529.850000, 813.241310, -10.000000
439885970,00011010001110000010000010010010,TBPS, 3, 16, 531.150000, 815.492976, -10.000000
439886993,00011010001110000010010010010001,TBPS, 3, 17, 529.850000, 896.586826, -10.000000
439886994,00011010001110000010010010010010,TBPS, 3, 17, 531.150000, 898.838492, -10.000000
439888017,00011010001110000010100010010001,TBPS, 3, 18, 529.850000, 986.693364, -10.000000
439888018,00011010001110000010100010010010,TBPS, 3, 18, 531.150000, 988.945030, -10.000000
439889041,00011010001110000010110010010001,TBPS, 3, 19, 529.850000, 1083.576833, -10.000000
439889042,00011010001110000010110010010010,TBPS, 3, 19, 531.150000, 1085.828499, -10.000000
439890065,00011010001110000011000010010001,TBPS, 3, 20, 529.850000, 1187.764196, -10.000000
439890066,00011010001110000011000010010010,TBPS, 3, 20, 531.150000, 1190.015862, -10.000000
440176670,00011010001111001001000000011110,TBPS, 3, 2, 521.515600, -45.325713, -10.000000
440176669,00011010001111001001000000011101,TBPS, 3, 2, 523.115600, -45.325713, -10.000000
440176665,00011010001111001001000000011001,TBPS, 3, 3, 528.684400, -92.248531, -10.000000
440176666,00011010001111001001000000011010,TBPS, 3, 3, 530.284400, -92.248531, -10.000000
440176662,00011010001111001001000000010110,TBPS, 3, 4, 521.515600, -135.977138, -10.000000
440176661,00011010001111001001000000010101,TBPS, 3, 4, 523.115600, -135.977138, -10.000000
440176657,00011010001111001001000000010001,TBPS, 3, 5, 528.684400, -183.873364, -10.000000
440176658,00011010001111001001000000010010,TBPS, 3, 5, 530.284400, -183.873364, -10.000000
440176654,00011010001111001001000000001110,TBPS, 3, 6, 521.515600, -226.015664, -10.000000
440176653,00011010001111001001000000001101,TBPS, 3, 6, 523.115600, -226.015664, -10.000000
440176649,00011010001111001001000000001001,TBPS, 3, 7, 528.684400, -274.870391, -10.000000
440176650,00011010001111001001000000001010,TBPS, 3, 7, 530.284400, -274.870391, -10.000000
440176646,00011010001111001001000000000110,TBPS, 3, 8, 521.515600, -315.437253, -10.000000
440176645,00011010001111001001000000000101,TBPS, 3, 8, 523.115600, -315.437253, -10.000000
439627921,00011010001101000011000010010001,TBPS, 3, 9, 535.564858, -370.238046, -10.000000
439627922,00011010001101000011000010010010,TBPS, 3, 9, 537.435142, -372.044158, -10.000000
439626897,00011010001101000010110010010001,TBPS, 3, 10, 535.564858, -423.342898, -10.000000
439626898,00011010001101000010110010010010,TBPS, 3, 10, 537.435142, -425.149010, -10.000000
439625873,00011010001101000010100010010001,TBPS, 3, 11, 535.564858, -479.874992, -10.000000
439625874,00011010001101000010100010010010,TBPS, 3, 11, 537.435142, -481.681104, -10.000000
439624849,00011010001101000010010010010001,TBPS, 3, 12, 535.564858, -540.200219, -10.000000
439624850,00011010001101000010010010010010,TBPS, 3, 12, 537.435142, -542.006331, -10.000000
439623825,00011010001101000010000010010001,TBPS, 3, 13, 535.564858, -604.426953, -10.000000
439623826,00011010001101000010000010010010,TBPS, 3, 13, 537.435142, -606.233065, -10.000000
439622801,00011010001101000001110010010001,TBPS, 3, 14, 535.564858, -672.299669, -10.000000
439622802,00011010001101000001110010010010,TBPS, 3, 14, 537.435142, -674.105781, -10.000000
439621777,00011010001101000001100010010001,TBPS, 3, 15, 529.850000, -736.233260, -10.000000
439621778,00011010001101000001100010010010,TBPS, 3, 15, 531.150000, -738.484926, -10.000000
439620753,00011010001101000001010010010001,TBPS, 3, 16, 529.850000, -813.241310, -10.000000
439620754,00011010001101000001010010010010,TBPS, 3, 16, 531.150000, -815.492976, -10.000000
439619729,00011010001101000001000010010001,TBPS, 3, 17, 529.850000, -896.586826, -10.000000
439619730,00011010001101000001000010010010,TBPS, 3, 17, 531.150000, -898.838492, -10.000000
439618705,00011010001101000000110010010001,TBPS, 3, 18, 529.850000, -986.693364, -10.000000
439618706,00011010001101000000110010010010,TBPS, 3, 18, 531.150000, -988.945030, -10.000000
439617681,00011010001101000000100010010001,TBPS, 3, 19, 529.850000, -1083.576833, -10.000000
439617682,00011010001101000000100010010010,TBPS, 3, 19, 531.150000, -1085.828499, -10.000000
439616657,00011010001101000000010010010001,TBPS, 3, 20, 529.850000, -1187.764196, -10.000000
439616658,00011010001101000000010010010010,TBPS, 3, 20, 531.150000, -1190.015862, -10.000000
440140833,00011010001111000000010000100001,TBPS, 3, 1, 504.884400, 0.000000, -0.000000
440140834,00011010001111000000010000100010,TBPS, 3, 1, 506.484400, 0.000000, -0.000000
440140838,00011010001111000000010000100110,TBPS, 3, 2, 497.715600, 45.325713, -0.000000
440140837,00011010001111000000010000100101,TBPS, 3, 2, 499.315600, 45.325713, -0.000000
440140841,00011010001111000000010000101001,TBPS, 3, 3, 504.884400, 92.248531, -0.000000
440140842,00011010001111000000010000101010,TBPS, 3, 3, 506.484400, 92.248531, -0.000000
440140846,00011010001111000000010000101110,TBPS, 3, 4, 497.715600, 135.977138, -0.000000
440140845,00011010001111000000010000101101,TBPS, 3, 4, 499.315600, 135.977138, -0.000000
440140849,00011010001111000000010000110001,TBPS, 3, 5, 504.884400, 183.873364, -0.000000
440140850,00011010001111000000010000110010,TBPS, 3, 5, 506.484400, 183.873364, -0.000000
440140854,00011010001111000000010000110110,TBPS, 3, 6, 497.715600, 226.015664, -0.000000
440140853,00011010001111000000010000110101,TBPS, 3, 6, 499.315600, 226.015664, -0.000000
440140857,00011010001111000000010000111001,TBPS, 3, 7, 504.884400, 274.870391, -0.000000
440140858,00011010001111000000010000111010,TBPS, 3, 7, 506.484400, 274.870391, -0.000000
440140862,00011010001111000000010000111110,TBPS, 3, 8, 497.715600, 315.437253, -0.000000
440140861,00011010001111000000010000111101,TBPS, 3, 8, 499.315600, 315.437253, -0.000000
439878662,00011010001110000000010000000110,TBPS, 3, 9, 523.564858, 362.143944, -0.000000
439878661,00011010001110000000010000000101,TBPS, 3, 9, 525.435142, 363.950056, -0.000000
439879686,00011010001110000000100000000110,TBPS, 3, 10, 523.564858, 415.248796, -0.000000
439879685,00011010001110000000100000000101,TBPS, 3, 10, 525.435142, 417.054908, -0.000000
439880710,00011010001110000000110000000110,TBPS, 3, 11, 523.564858, 471.780890, -0.000000
439880709,00011010001110000000110000000101,TBPS, 3, 11, 525.435142, 473.587002, -0.000000
439881734,00011010001110000001000000000110,TBPS, 3, 12, 523.564858, 532.106117, -0.000000
439881733,00011010001110000001000000000101,TBPS, 3, 12, 525.435142, 533.912228, -0.000000
439882758,00011010001110000001010000000110,TBPS, 3, 13, 523.564858, 596.332851, -0.000000
439882757,00011010001110000001010000000101,TBPS, 3, 13, 525.435142, 598.138963, -0.000000
439883782,00011010001110000001100000000110,TBPS, 3, 14, 523.564858, 664.205567, -0.000000
439883781,00011010001110000001100000000101,TBPS, 3, 14, 525.435142, 666.011679, -0.000000
439884806,00011010001110000001110000000110,TBPS, 3, 15, 521.850000, 726.699231, -0.000000
439884805,00011010001110000001110000000101,TBPS, 3, 15, 523.150000, 728.950897, -0.000000
439885830,00011010001110000010000000000110,TBPS, 3, 16, 521.850000, 803.707282, -0.000000
439885829,00011010001110000010000000000101,TBPS, 3, 16, 523.150000, 805.958948, -0.000000
439886854,00011010001110000010010000000110,TBPS, 3, 17, 521.850000, 887.052797, -0.000000
439886853,00011010001110000010010000000101,TBPS, 3, 17, 523.150000, 889.304463, -0.000000
439887878,00011010001110000010100000000110,TBPS, 3, 18, 521.850000, 977.159335, -0.000000
439887877,00011010001110000010100000000101,TBPS, 3, 18, 523.150000, 979.411001, -0.000000
439888902,00011010001110000010110000000110,TBPS, 3, 19, 521.850000, 1074.042804, -0.000000
439888901,00011010001110000010110000000101,TBPS, 3, 19, 523.150000, 1076.294470, -0.000000
439889926,00011010001110000011000000000110,TBPS, 3, 20, 521.850000, 1178.230167, -0.000000
439889925,00011010001110000011000000000101,TBPS, 3, 20, 523.150000, 1180.481833, -0.000000
440140830,00011010001111000000010000011110,TBPS, 3, 2, 497.715600, -45.325713, -0.000000
440140829,00011010001111000000010000011101,TBPS, 3, 2, 499.315600, -45.325713, -0.000000
440140825,00011010001111000000010000011001,TBPS, 3, 3, 504.884400, -92.248531, -0.000000
440140826,00011010001111000000010000011010,TBPS, 3, 3, 506.484400, -92.248531, -0.000000
440140822,00011010001111000000010000010110,TBPS, 3, 4, 497.715600, -135.977138, -0.000000
440140821,00011010001111000000010000010101,TBPS, 3, 4, 499.315600, -135.977138, -0.000000
440140817,00011010001111000000010000010001,TBPS, 3, 5, 504.884400, -183.873364, -0.000000
440140818,00011010001111000000010000010010,TBPS, 3, 5, 506.484400, -183.873364, -0.000000
440140814,00011010001111000000010000001110,TBPS, 3, 6, 497.715600, -226.015664, -0.000000
440140813,00011010001111000000010000001101,TBPS, 3, 6, 499.315600, -226.015664, -0.000000
440140809,00011010001111000000010000001001,TBPS, 3, 7, 504.884400, -274.870391, -0.000000
440140810,00011010001111000000010000001010,TBPS, 3, 7, 506.484400, -274.870391, -0.000000
440140806,00011010001111000000010000000110,TBPS, 3, 8, 497.715600, -315.437253, -0.000000
440140805,00011010001111000000010000000101,TBPS, 3, 8, 499.315600, -315.437253, -0.000000
439627782,00011010001101000011000000000110,TBPS, 3, 9, 523.564858, -362.143944, -0.000000
439627781,00011010001101000011000000000101,TBPS, 3, 9, 525.435142, -363.950056, -0.000000
439626758,00011010001101000010110000000110,TBPS, 3, 10, 523.564858, -415.248796, -0.000000
439626757,00011010001101000010110000000101,TBPS, 3, 10, 525.435142, -417.054908, -0.000000
439625734,00011010001101000010100000000110,TBPS, 3, 11, 523.564858, -471.780890, -0.000000
439625733,00011010001101000010100000000101,TBPS, 3, 11, 525.435142, -473.587002, -0.000000
439624710,00011010001101000010010000000110,TBPS, 3, 12, 523.564858, -532.106117, -0.000000
439624709,00011010001101000010010000000101,TBPS, 3, 12, 525.435142, -533.912228, -0.000000
439623686,00011010001101000010000000000110,TBPS, 3, 13, 523.564858, -596.332851, -0.000000
439623685,00011010001101000010000000000101,TBPS, 3, 13, 525.435142, -598.138963, -0.000000
439622662,00011010001101000001110000000110,TBPS, 3, 14, 523.564858, -664.205567, -0.000000
439622661,00011010001101000001110000000101,TBPS, 3, 14, 525.435142, -666.011679, -0.000000
439621638,00011010001101000001100000000110,TBPS, 3, 15, 521.850000, -726.699231, -0.000000
439621637,00011010001101000001100000000101,TBPS, 3, 15, 523.150000, -728.950897, -0.000000
439620614,00011010001101000001010000000110,TBPS, 3, 16, 521.850000, -803.707282, -0.000000
439620613,00011010001101000001010000000101,TBPS, 3, 16, 523.150000, -805.958948, -0.000000
439619590,00011010001101000001000000000110,TBPS, 3, 17, 521.850000, -887.052797, -0.000000
439619589,00011010001101000001000000000101,TBPS, 3, 17, 523.150000, -889.304463, -0.000000
439618566,00011010001101000000110000000110,TBPS, 3, 18, 521.850000, -977.159335, -0.000000
439618565,00011010001101000000110000000101,TBPS, 3, 18, 523.150000, -979.411001, -0.000000
439617542,00011010001101000000100000000110,TBPS, 3, 19, 521.850000, -1074.042804, -0.000000
439617541,00011010001101000000100000000101,TBPS, 3, 19, 523.150000, -1076.294470, -0.000000
439616518,00011010001101000000010000000110,TBPS, 3, 20, 521.850000, -1178.230167, -0.000000
439616517,00011010001101000000010000000101,TBPS, 3, 20, 523.150000, -1180.481833, -0.000000
440141857,00011010001111000000100000100001,TBPS, 3, 1, 528.684400, 0.000000, 10.000000
440141858,00011010001111000000100000100010,TBPS, 3, 1, 530.284400, 0.000000, 10.000000
440141862,00011010001111000000100000100110,TBPS, 3, 2, 521.515600, 45.325713, 10.000000
440141861,00011010001111000000100000100101,TBPS, 3, 2, 523.115600, 45.325713, 10.000000
440141865,00011010001111000000100000101001,TBPS, 3, 3, 528.684400, 92.248531, 10.000000
440141866,00011010001111000000100000101010,TBPS, 3, 3, 530.284400, 92.248531, 10.000000
440141870,00011010001111000000100000101110,TBPS, 3, 4, 521.515600, 135.977138, 10.000000
440141869,00011010001111000000100000101101,TBPS, 3, 4, 523.115600, 135.977138, 10.000000
440141873,00011010001111000000100000110001,TBPS, 3, 5, 528.684400, 183.873364, 10.000000
440141874,00011010001111000000100000110010,TBPS, 3, 5, 530.284400, 183.873364, 10.000000
440141878,00011010001111000000100000110110,TBPS, 3, 6, 521.515600, 226.015664, 10.000000
440141877,00011010001111000000100000110101,TBPS, 3, 6, 523.115600, 226.015664, 10.000000
440141881,00011010001111000000100000111001,TBPS, 3, 7, 528.684400, 274.870391, 10.000000
440141882,00011010001111000000100000111010,TBPS, 3, 7, 530.284400, 274.870391, 10.000000
440141886,00011010001111000000100000111110,TBPS, 3, 8, 521.515600, 315.437253, 10.000000
440141885,00011010001111000000100000111101,TBPS, 3, 8, 523.115600, 315.437253, 10.000000
439878665,00011010001110000000010000001001,TBPS, 3, 9, 535.564858, 370.238046, 10.000000
439878666,00011010001110000000010000001010,TBPS, 3, 9, 537.435142, 372.044158, 10.000000
439879689,00011010001110000000100000001001,TBPS, 3, 10, 535.564858, 423.342898, 10.000000
439879690,00011010001110000000100000001010,TBPS, 3, 10, 537.435142, 425.149010, 10.000000
439880713,00011010001110000000110000001001,TBPS, 3, 11, 535.564858, 479.874992, 10.000000
439880714,00011010001110000000110000001010,TBPS, 3, 11, 537.435142, 481.681104, 10.000000
439881737,00011010001110000001000000001001,TBPS, 3, 12, 535.564858, 540.200219, 10.000000
439881738,00011010001110000001000000001010,TBPS, 3, 12, 537.435142, 542.006331, 10.000000
439882761,00011010001110000001010000001001,TBPS, 3, 13, 535.564858, 604.426953, 10.000000
439882762,00011010001110000001010000001010,TBPS, 3, 13, 537.435142, 606.233065, 10.000000
439883785,00011010001110000001100000001001,TBPS, 3, 14, 535.564858, 672.299669, 10.000000
439883786,00011010001110000001100000001010,TBPS, 3, 14, 537.435142, 674.105781, 10.000000
439884809,00011010001110000001110000001001,TBPS, 3, 15, 529.850000, 736.233260, 10.000000
439884810,00011010001110000001110000001010,TBPS, 3, 15, 531.150000, 738.484926, 10.000000
439885833,00011010001110000010000000001001,TBPS, 3, 16, 529.850000, 813.241310, 10.000000
439885834,00011010001110000010000000001010,TBPS, 3, 16, 531.150000, 815.492976, 10.000000
439886857,00011010001110000010010000001001,TBPS, 3, 17, 529.850000, 896.586826, 10.000000
439886858,00011010001110000010010000001010,TBPS, 3, 17, 531.150000, 898.838492, 10.000000
439887881,00011010001110000010100000001001,TBPS, 3, 18, 529.850000, 986.693364, 10.000000
439887882,00011010001110000010100000001010,TBPS, 3, 18, 531.150000, 988.945030, 10.000000
439888905,00011010001110000010110000001001,TBPS, 3, 19, 529.850000, 1083.576833, 10.000000
439888906,00011010001110000010110000001010,TBPS, 3, 19, 531.150000, 1085.828499, 10.000000
439889929,00011010001110000011000000001001,TBPS, 3, 20, 529.850000, 1187.764196, 10.000000
439889930,00011010001110000011000000001010,TBPS, 3, 20, 531.150000, 1190.015862, 10.000000
440141854,00011010001111000000100000011110,TBPS, 3, 2, 521.515600, -45.325713, 10.000000
440141853,00011010001111000000100000011101,TBPS, 3, 2, 523.115600, -45.325713, 10.000000
440141849,00011010001111000000100000011001,TBPS, 3, 3, 528.684400, -92.248531, 10.000000
440141850,00011010001111000000100000011010,TBPS, 3, 3, 530.284400, -92.248531, 10.000000
440141846,00011010001111000000100000010110,TBPS, 3, 4, 521.515600, -135.977138, 10.000000
440141845,00011010001111000000100000010101,TBPS, 3, 4, 523.115600, -135.977138, 10.000000
440141841,00011010001111000000100000010001,TBPS, 3, 5, 528.684400, -183.873364, 10.000000
440141842,00011010001111000000100000010010,TBPS, 3, 5, 530.284400, -183.873364, 10.000000
440141838,00011010001111000000100000001110,TBPS, 3, 6, 521.515600, -226.015664, 10.000000
440141837,00011010001111000000100000001101,TBPS, 3, 6, 523.115600, -226.015664, 10.000000
440141833,00011010001111000000100000001001,TBPS, 3, 7, 528.684400, -274.870391, 10.000000
440141834,00011010001111000000100000001010,TBPS, 3, 7, 530.284400, -274.870391, 10.000000
440141830,00011010001111000000100000000110,TBPS, 3, 8, 521.515600, -315.437253, 10.000000
440141829,00011010001111000000100000000101,TBPS, 3, 8, 523.115600, -315.437253, 10.000000
439627785,00011010001101000011000000001001,TBPS, 3, 9, 535.564858, -370.238046, 10.000000
439627786,00011010001101000011000000001010,TBPS, 3, 9, 537.435142, -372.044158, 10.000000
439626761,00011010001101000010110000001001,TBPS, 3, 10, 535.564858, -423.342898, 10.000000
439626762,00011010001101000010110000001010,TBPS, 3, 10, 537.435142, -425.149010, 10.000000
439625737,00011010001101000010100000001001,TBPS, 3, 11, 535.564858, -479.874992, 10.000000
439625738,00011010001101000010100000001010,TBPS, 3, 11, 537.435142, -481.681104, 10.000000
439624713,00011010001101000010010000001001,TBPS, 3, 12, 535.564858, -540.200219, 10.000000
439624714,00011010001101000010010000001010,TBPS, 3, 12, 537.435142, -542.006331, 10.000000
439623689,00011010001101000010000000001001,TBPS, 3, 13, 535.564858, -604.426953, 10.000000
439623690,00011010001101000010000000001010,TBPS, 3, 13, 537.435142, -606.233065, 10.000000
439622665,00011010001101000001110000001001,TBPS, 3, 14, 535.564858, -672.299669, 10.000000
439622666,00011010001101000001110000001010,TBPS, 3, 14, 537.435142, -674.105781, 10.000000
439621641,00011010001101000001100000001001,TBPS, 3, 15, 529.850000, -736.233260, 10.000000
439621642,00011010001101000001100000001010,TBPS, 3, 15, 531.150000, -738.484926, 10.000000
439620617,00011010001101000001010000001001,TBPS, 3, 16, 529.850000, -813.241310, 10.000000
439620618,00011010001101000001010000001010,TBPS, 3, 16, 531.150000, -815.492976, 10.000000
439619593,00011010001101000001000000001001,TBPS, 3, 17, 529.850000, -896.586826, 10.000000
439619594,00011010001101000001000000001010,TBPS, 3, 17, 531.150000, -898.838492, 10.000000
439618569,00011010001101000000110000001001,TBPS, 3, 18, 529.850000, -986.693364, 10.000000
439618570,00011010001101000000110000001010,TBPS, 3, 18, 531.150000, -988.945030, 10.000000
439617545,00011010001101000000100000001001,TBPS, 3, 19, 529.850000, -1083.576833, 10.000000
439617546,00011010001101000000100000001010,TBPS, 3, 19, 531.150000, -1085.828499, 10.000000
439616521,00011010001101000000010000001001,TBPS, 3, 20, 529.850000, -1187.764196, 10.000000
439616522,00011010001101000000010000001010,TBPS, 3, 20, 531.150000, -1190.015862, 10.000000
440142881,00011010001111000000110000100001,TBPS, 3, 1, 504.884400, 0.000000, 20.000000
440142882,00011010001111000000110000100010,TBPS, 3, 1, 506.484400, 0.000000, 20.000000
440142886,00011010001111000000110000100110,TBPS, 3, 2, 497.715600, 45.325713, 20.000000
440142885,00011010001111000000110000100101,TBPS, 3, 2, 499.315600, 45.325713, 20.000000
440142889,00011010001111000000110000101001,TBPS, 3, 3, 504.884400, 92.248531, 20.000000
440142890,00011010001111000000110000101010,TBPS, 3, 3, 506.484400, 92.248531, 20.000000
440142894,00011010001111000000110000101110,TBPS, 3, 4, 497.715600, 135.977138, 20.000000
440142893,00011010001111000000110000101101,TBPS, 3, 4, 499.315600, 135.977138, 20.000000
440142897,00011010001111000000110000110001,TBPS, 3, 5, 504.884400, 183.873364, 20.000000
440142898,00011010001111000000110000110010,TBPS, 3, 5, 506.484400, 183.873364, 20.000000
440142902,00011010001111000000110000110110,TBPS, 3, 6, 497.715600, 226.015664, 20.000000
440142901,00011010001111000000110000110101,TBPS, 3, 6, 499.315600, 226.015664, 20.000000
440142905,00011010001111000000110000111001,TBPS, 3, 7, 504.884400, 274.870391, 20.000000
440142906,00011010001111000000110000111010,TBPS, 3, 7, 506.484400, 274.870391, 20.000000
440142910,00011010001111000000110000111110,TBPS, 3, 8, 497.715600, 315.437253, 20.000000
440142909,00011010001111000000110000111101,TBPS, 3, 8, 499.315600, 315.437253, 20.000000
439878670,00011010001110000000010000001110,TBPS, 3, 9, 523.564858, 362.143944, 20.000000
439878669,00011010001110000000010000001101,TBPS, 3, 9, 525.435142, 363.950056, 20.000000
439879694,00011010001110000000100000001110,TBPS, 3, 10, 523.564858, 415.248796, 20.000000
439879693,00011010001110000000100000001101,TBPS, 3, 10, 525.435142, 417.054908, 20.000000
439880718,00011010001110000000110000001110,TBPS, 3, 11, 523.564858, 471.780890, 20.000000
439880717,00011010001110000000110000001101,TBPS, 3, 11, 525.435142, 473.587002, 20.000000
439881742,00011010001110000001000000001110,TBPS, 3, 12, 523.564858, 532.106117, 20.000000
439881741,00011010001110000001000000001101,TBPS, 3, 12, 525.435142, 533.912228, 20.000000
439882766,00011010001110000001010000001110,TBPS, 3, 13, 523.564858, 596.332851, 20.000000
439882765,00011010001110000001010000001101,TBPS, 3, 13, 525.435142, 598.138963, 20.000000
439883790,00011010001110000001100000001110,TBPS, 3, 14, 523.564858, 664.205567, 20.000000
439883789,00011010001110000001100000001101,TBPS, 3, 14, 525.435142, 666.011679, 20.000000
439884814,00011010001110000001110000001110,TBPS, 3, 15, 521.850000, 726.699231, 20.000000
439884813,00011010001110000001110000001101,TBPS, 3, 15, 523.150000, 728.950897, 20.000000
439885838,00011010001110000010000000001110,TBPS, 3, 16, 521.850000, 803.707282, 20.000000
439885837,00011010001110000010000000001101,TBPS, 3, 16, 523.150000, 805.958948, 20.000000
439886862,00011010001110000010010000001110,TBPS, 3, 17, 521.850000, 887.052797, 20.000000
439886861,00011010001110000010010000001101,TBPS, 3, 17, 523.150000, 889.304463, 20.000000
439887886,00011010001110000010100000001110,TBPS, 3, 18, 521.850000, 977.159335, 20.000000
439887885,00011010001110000010100000001101,TBPS, 3, 18, 523.150000, 979.411001, 20.000000
439888910,00011010001110000010110000001110,TBPS, 3, 19, 521.850000, 1074.042804, 20.000000
439888909,00011010001110000010110000001101,TBPS, 3, 19, 523.150000, 1076.294470, 20.000000
439889934,00011010001110000011000000001110,TBPS, 3, 20, 521.850000, 1178.230167, 20.000000
439889933,00011010001110000011000000001101,TBPS, 3, 20, 523.150000, 1180.481833, 20.000000
440142878,00011010001111000000110000011110,TBPS, 3, 2, 497.715600, -45.325713, 20.000000
440142877,00011010001111000000110000011101,TBPS, 3, 2, 499.315600, -45.325713, 20.000000
440142873,00011010001111000000110000011001,TBPS, 3, 3, 504.884400, -92.248531, 20.000000
440142874,00011010001111000000110000011010,TBPS, 3, 3, 506.484400, -92.248531, 20.000000
440142870,00011010001111000000110000010110,TBPS, 3, 4, 497.715600, -135.977138, 20.000000
440142869,00011010001111000000110000010101,TBPS, 3, 4, 499.315600, -135.977138, 20.000000
440142865,00011010001111000000110000010001,TBPS, 3, 5, 504.884400, -183.873364, 20.000000
440142866,00011010001111000000110000010010,TBPS, 3, 5, 506.484400, -183.873364, 20.000000
440142862,00011010001111000000110000001110,TBPS, 3, 6, 497.715600, -226.015664, 20.000000
440142861,00011010001111000000110000001101,TBPS, 3, 6, 499.315600, -226.015664, 20.000000
440142857,00011010001111000000110000001001,TBPS, 3, 7, 504.884400, -274.870391, 20.000000
440142858,00011010001111000000110000001010,TBPS, 3, 7, 506.484400, -274.870391, 20.000000
440142854,00011010001111000000110000000110,TBPS, 3, 8, 497.715600, -315.437253, 20.000000
440142853,00011010001111000000110000000101,TBPS, 3, 8, 499.315600, -315.437253, 20.000000
439627790,00011010001101000011000000001110,TBPS, 3, 9, 523.564858, -362.143944, 20.000000
439627789,00011010001101000011000000001101,TBPS, 3, 9, 525.435142, -363.950056, 20.000000
439626766,00011010001101000010110000001110,TBPS, 3, 10, 523.564858, -415.248796, 20.000000
439626765,00011010001101000010110000001101,TBPS, 3, 10, 525.435142, -417.054908, 20.000000
439625742,00011010001101000010100000001110,TBPS, 3, 11, 523.564858, -471.780890, 20.000000
439625741,00011010001101000010100000001101,TBPS, 3, 11, 525.435142, -473.587002, 20.000000
439624718,00011010001101000010010000001110,TBPS, 3, 12, 523.564858, -532.106117, 20.000000
439624717,00011010001101000010010000001101,TBPS, 3, 12, 525.435142, -533.912228, 20.000000
439623694,00011010001101000010000000001110,TBPS, 3, 13, 523.564858, -596.332851, 20.000000
439623693,00011010001101000010000000001101,TBPS, 3, 13, 525.435142, -598.138963, 20.000000
439622670,00011010001101000001110000001110,TBPS, 3, 14, 523.564858, -664.205567, 20.000000
439622669,00011010001101000001110000001101,TBPS, 3, 14, 525.435142, -666.011679, 20.000000
439621646,00011010001101000001100000001110,TBPS, 3, 15, 521.850000, -726.699231, 20.000000
439621645,00011010001101000001100000001101,TBPS, 3, 15, 523.150000, -728.950897, 20.000000
439620622,00011010001101000001010000001110,TBPS, 3, 16, 521.850000, -803.707282, 20.000000
439620621,00011010001101000001010000001101,TBPS, 3, 16, 523.150000, -805.958948, 20.000000
439619598,00011010001101000001000000001110,TBPS, 3, 17, 521.850000, -887.052797, 20.000000
439619597,00011010001101000001000000001101,TBPS, 3, 17, 523.150000, -889.304463, 20.000000
439618574,00011010001101000000110000001110,TBPS, 3, 18, 521.850000, -977.159335, 20.000000
439618573,00011010001101000000110000001101,TBPS, 3, 18, 523.150000, -979.411001, 20.000000
439617550,00011010001101000000100000001110,TBPS, 3, 19, 521.850000, -1074.042804, 20.000000
439617549,00011010001101000000100000001101,TBPS, 3, 19, 523.150000, -1076.294470, 20.000000
439616526,00011010001101000000010000001110,TBPS, 3, 20, 521.850000, -1178.230167, 20.000000
439616525,00011010001101000000010000001101,TBPS, 3, 20, 523.150000, -1180.481833, 20.000000
440143905,00011010001111000001000000100001,TBPS, 3, 1, 528.684400, 0.000000, 30.000000
440143906,00011010001111000001000000100010,TBPS, 3, 1, 530.284400, 0.000000, 30.000000
440143910,00011010001111000001000000100110,TBPS, 3, 2, 521.515600, 45.325713, 30.000000
440143909,00011010001111000001000000100101,TBPS, 3, 2, 523.115600, 45.325713, 30.000000
440143913,00011010001111000001000000101001,TBPS, 3, 3, 528.684400, 92.248531, 30.000000
440143914,00011010001111000001000000101010,TBPS, 3, 3, 530.284400, 92.248531, 30.000000
440143918,00011010001111000001000000101110,TBPS, 3, 4, 521.515600, 135.977138, 30.000000
440143917,00011010001111000001000000101101,TBPS, 3, 4, 523.115600, 135.977138, 30.000000
440143921,00011010001111000001000000110001,TBPS, 3, 5, 528.684400, 183.873364, 30.000000
440143922,00011010001111000001000000110010,TBPS, 3, 5, 530.284400, 183.873364, 30.000000
440143926,00011010001111000001000000110110,TBPS, 3, 6, 521.515600, 226.015664, 30.000000
440143925,00011010001111000001000000110101,TBPS, 3, 6, 523.115600, 226.015664, 30.000000
440143929,00011010001111000001000000111001,TBPS, 3, 7, 528.684400, 274.870391, 30.000000
440143930,00011010001111000001000000111010,TBPS, 3, 7, 530.284400, 274.870391, 30.000000
440143934,00011010001111000001000000111110,TBPS, 3, 8, 521.515600, 315.437253, 30.000000
440143933,00011010001111000001000000111101,TBPS, 3, 8, 523.115600, 315.437253, 30.000000
439878673,00011010001110000000010000010001,TBPS, 3, 9, 535.564858, 370.238046, 30.000000
439878674,00011010001110000000010000010010,TBPS, 3, 9, 537.435142, 372.044158, 30.000000
439879697,00011010001110000000100000010001,TBPS, 3, 10, 535.564858, 423.342898, 30.000000
439879698,00011010001110000000100000010010,TBPS, 3, 10, 537.435142, 425.149010, 30.000000
439880721,00011010001110000000110000010001,TBPS, 3, 11, 535.564858, 479.874992, 30.000000
439880722,00011010001110000000110000010010,TBPS, 3, 11, 537.435142, 481.681104, 30.000000
439881745,00011010001110000001000000010001,TBPS, 3, 12, 535.564858, 540.200219, 30.000000
439881746,00011010001110000001000000010010,TBPS, 3, 12, 537.435142, 542.006331, 30.000000
439882769,00011010001110000001010000010001,TBPS, 3, 13, 535.564858, 604.426953, 30.000000
