DetId/i, BinaryDetId/B, Section/C, Layer/I, Ring/I, sensorCenterRho_mm/D, sensorCenterZ_mm/D, phi_deg/D
443290654,00011010011011000001010000011110,TB2S, 3, 6, 1070.850000, -541.169931, 18.947368
443290650,00011010011011000001010000011010,TB2S, 3, 7, 1063.550000, -634.169931, 18.947368
443290649,00011010011011000001010000011001,TB2S, 3, 7, 1065.350000, -634.169931, 18.947368
443290645,00011010011011000001010000010101,TB2S, 3, 8, 1069.050000, -736.742363, 18.947368
443290646,00011010011011000001010000010110,TB2S, 3, 8, 1070.850000, -736.742363, 18.947368
443290642,00011010011011000001010000010010,TB2S, 3, 9, 1063.550000, -827.742363, 18.947368
443290641,00011010011011000001010000010001,TB2S, 3, 9, 1065.350000, -827.742363, 18.947368
443290637,00011010011011000001010000001101,TB2S, 3, 10, 1069.050000, -930.967712, 18.947368
443290638,00011010011011000001010000001110,TB2S, 3, 10, 1070.850000, -930.967712, 18.947368
443290634,00011010011011000001010000001010,TB2S, 3, 11, 1063.550000, -1020.096460, 18.947368
443290633,00011010011011000001010000001001,TB2S, 3, 11, 1065.350000, -1020.096460, 18.947368
443290629,00011010011011000001010000000101,TB2S, 3, 12, 1069.050000, -1123.970618, 18.947368
443290630,00011010011011000001010000000110,TB2S, 3, 12, 1070.850000, -1123.970618, 18.947368
443291701,00011010011011000001100000110101,TB2S, 3, 1, 1100.650000, 55.491247, 23.684211
443291702,00011010011011000001100000110110,TB2S, 3, 1, 1102.450000, 55.491247, 23.684211
443291706,00011010011011000001100000111010,TB2S, 3, 2, 1095.150000, 154.090216, 23.684211
443291705,00011010011011000001100000111001,TB2S, 3, 2, 1096.950000, 154.090216, 23.684211
443291709,00011010011011000001100000111101,TB2S, 3, 3, 1100.650000, 255.043344, 23.684211
443291710,00011010011011000001100000111110,TB2S, 3, 3, 1102.450000, 255.043344, 23.684211
443291714,00011010011011000001100001000010,TB2S, 3, 4, 1095.150000, 351.483714, 23.684211
443291713,00011010011011000001100001000001,TB2S, 3, 4, 1096.950000, 351.483714, 23.684211
443291717,00011010011011000001100001000101,TB2S, 3, 5, 1100.650000, 453.102648, 23.684211
443291718,00011010011011000001100001000110,TB2S, 3, 5, 1102.450000, 453.102648, 23.684211
443291722,00011010011011000001100001001010,TB2S, 3, 6, 1095.150000, 546.102648, 23.684211
443291721,00011010011011000001100001001001,TB2S, 3, 6, 1096.950000, 546.102648, 23.684211
443291725,00011010011011000001100001001101,TB2S, 3, 7, 1100.650000, 648.378030, 23.684211
443291726,00011010011011000001100001001110,TB2S, 3, 7, 1102.450000, 648.378030, 23.684211
443291730,00011010011011000001100001010010,TB2S, 3, 8, 1095.150000, 739.378030, 23.684211
443291729,00011010011011000001100001010001,TB2S, 3, 8, 1096.950000, 739.378030, 23.684211
443291733,00011010011011000001100001010101,TB2S, 3, 9, 1100.650000, 842.305327, 23.684211
443291734,00011010011011000001100001010110,TB2S, 3, 9, 1102.450000, 842.305327, 23.684211
443291738,00011010011011000001100001011010,TB2S, 3, 10, 1095.150000, 932.393155, 23.684211
443291737,00011010011011000001100001011001,TB2S, 3, 10, 1096.950000, 932.393155, 23.684211
443291741,00011010011011000001100001011101,TB2S, 3, 11, 1100.650000, 1035.971490, 23.684211
443291742,00011010011011000001100001011110,TB2S, 3, 11, 1102.450000, 1035.971490, 23.684211
443291746,00011010011011000001100001100010,TB2S, 3, 12, 1095.150000, 1123.964390, 23.684211
443291745,00011010011011000001100001100001,TB2S, 3, 12, 1096.950000, 1123.964390, 23.684211
443291698,00011010011011000001100000110010,TB2S, 3, 1, 1095.150000, -44.308243, 23.684211
443291697,00011010011011000001100000110001,TB2S, 3, 1, 1096.950000, -44.308243, 23.684211
443291693,00011010011011000001100000101101,TB2S, 3, 2, 1100.650000, -144.891078, 23.684211
443291694,00011010011011000001100000101110,TB2S, 3, 2, 1102.450000, -144.891078, 23.684211
443291690,00011010011011000001100000101010,TB2S, 3, 3, 1095.150000, -242.522989, 23.684211
443291689,00011010011011000001100000101001,TB2S, 3, 3, 1096.950000, -242.522989, 23.684211
443291685,00011010011011000001100000100101,TB2S, 3, 4, 1100.650000, -343.774399, 23.684211
443291686,00011010011011000001100000100110,TB2S, 3, 4, 1102.450000, -343.774399, 23.684211
443291682,00011010011011000001100000100010,TB2S, 3, 5, 1095.150000, -439.254946, 23.684211
443291681,00011010011011000001100000100001,TB2S, 3, 5, 1096.950000, -439.254946, 23.684211
443291677,00011010011011000001100000011101,TB2S, 3, 6, 1100.650000, -541.169931, 23.684211
443291678,00011010011011000001100000011110,TB2S, 3, 6, 1102.450000, -541.169931, 23.684211
443291674,00011010011011000001100000011010,TB2S, 3, 7, 1095.150000, -634.169931, 23.684211
443291673,00011010011011000001100000011001,TB2S, 3, 7, 1096.950000, -634.169931, 23.684211
443291669,00011010011011000001100000010101,TB2S, 3, 8, 1100.650000, -736.742363, 23.684211
443291670,00011010011011000001100000010110,TB2S, 3, 8, 1102.450000, -736.742363, 23.684211
443291666,00011010011011000001100000010010,TB2S, 3, 9, 1095.150000, -827.742363, 23.684211
443291665,00011010011011000001100000010001,TB2S, 3, 9, 1096.950000, -827.742363, 23.684211
443291661,00011010011011000001100000001101,TB2S, 3, 10, 1100.650000, -930.967712, 23.684211
443291662,00011010011011000001100000001110,TB2S, 3, 10, 1102.450000, -930.967712, 23.684211
443291658,00011010011011000001100000001010,TB2S, 3, 11, 1095.150000, -1020.096460, 23.684211
443291657,00011010011011000001100000001001,TB2S, 3, 11, 1096.950000, -1020.096460, 23.684211
443291653,00011010011011000001100000000101,TB2S, 3, 12, 1100.650000, -1123.970618, 23.684211
443291654,00011010011011000001100000000110,TB2S, 3, 12, 1102.450000, -1123.970618, 23.684211
443292725,00011010011011000001110000110101,TB2S, 3, 1, 1069.050000, 55.491247, 28.421053
443292726,00011010011011000001110000110110,TB2S, 3, 1, 1070.850000, 55.491247, 28.421053
443292730,00011010011011000001110000111010,TB2S, 3, 2, 1063.550000, 154.090216, 28.421053
443292729,00011010011011000001110000111001,TB2S, 3, 2, 1065.350000, 154.090216, 28.421053
443292733,00011010011011000001110000111101,TB2S, 3, 3, 1069.050000, 255.043344, 28.421053
443292734,00011010011011000001110000111110,TB2S, 3, 3, 1070.850000, 255.043344, 28.421053
443292738,00011010011011000001110001000010,TB2S, 3, 4, 1063.550000, 351.483714, 28.421053
443292737,00011010011011000001110001000001,TB2S, 3, 4, 1065.350000, 351.483714, 28.421053
443292741,00011010011011000001110001000101,TB2S, 3, 5, 1069.050000, 453.102648, 28.421053
443292742,00011010011011000001110001000110,TB2S, 3, 5, 1070.850000, 453.102648, 28.421053
443292746,00011010011011000001110001001010,TB2S, 3, 6, 1063.550000, 546.102648, 28.421053
443292745,00011010011011000001110001001001,TB2S, 3, 6, 1065.350000, 546.102648, 28.421053
443292749,00011010011011000001110001001101,TB2S, 3, 7, 1069.050000, 648.378030, 28.421053
443292750,00011010011011000001110001001110,TB2S, 3, 7, 1070.850000, 648.378030, 28.421053
443292754,00011010011011000001110001010010,TB2S, 3, 8, 1063.550000, 739.378030, 28.421053
443292753,00011010011011000001110001010001,TB2S, 3, 8, 1065.350000, 739.378030, 28.421053
443292757,00011010011011000001110001010101,TB2S, 3, 9, 1069.050000, 842.305327, 28.421053
443292758,00011010011011000001110001010110,TB2S, 3, 9, 1070.850000, 842.305327, 28.421053
443292762,00011010011011000001110001011010,TB2S, 3, 10, 1063.550000, 932.393155, 28.421053
443292761,00011010011011000001110001011001,TB2S, 3, 10, 1065.350000, 932.393155, 28.421053
443292765,00011010011011000001110001011101,TB2S, 3, 11, 1069.050000, 1035.971490, 28.421053
443292766,00011010011011000001110001011110,TB2S, 3, 11, 1070.850000, 1035.971490, 28.421053
443292770,00011010011011000001110001100010,TB2S, 3, 12, 1063.550000, 1123.964390, 28.421053
443292769,00011010011011000001110001100001,TB2S, 3, 12, 1065.350000, 1123.964390, 28.421053
443292722,00011010011011000001110000110010,TB2S, 3, 1, 1063.550000, -44.308243, 28.421053
443292721,00011010011011000001110000110001,TB2S, 3, 1, 1065.350000, -44.308243, 28.421053
443292717,00011010011011000001110000101101,TB2S, 3, 2, 1069.050000, -144.891078, 28.421053
443292718,00011010011011000001110000101110,TB2S, 3, 2, 1070.850000, -144.891078, 28.421053
443292714,00011010011011000001110000101010,TB2S, 3, 3, 1063.550000, -242.522989, 28.421053
443292713,00011010011011000001110000101001,TB2S, 3, 3, 1065.350000, -242.522989, 28.421053
443292709,00011010011011000001110000100101,TB2S, 3, 4, 1069.050000, -343.774399, 28.421053
443292710,00011010011011000001110000100110,TB2S, 3, 4, 1070.850000, -343.774399, 28.421053
443292706,00011010011011000001110000100010,TB2S, 3, 5, 1063.550000, -439.254946, 28.421053
443292705,00011010011011000001110000100001,TB2S, 3, 5, 1065.350000, -439.254946, 28.421053
443292701,00011010011011000001110000011101,TB2S, 3, 6, 1069.050000, -541.169931, 28.421053
443292702,00011010011011000001110000011110,TB2S, 3, 6, 1070.850000, -541.169931, 28.421053
443292698,00011010011011000001110000011010,TB2S, 3, 7, 1063.550000, -634.169931, 28.421053
443292697,00011010011011000001110000011001,TB2S, 3, 7, 1065.350000, -634.169931, 28.421053
443292693,00011010011011000001110000010101,TB2S, 3, 8, 1069.050000, -736.742363, 28.421053
443292694,00011010011011000001110000010110,TB2S, 3, 8, 1070.850000, -736.742363, 28.421053
443292690,00011010011011000001110000010010,TB2S, 3, 9, 1063.550000, -827.742363, 28.421053
443292689,00011010011011000001110000010001,TB2S, 3, 9, 1065.350000, -827.742363, 28.421053
443292685,00011010011011000001110000001101,TB2S, 3, 10, 1069.050000, -930.967712, 28.421053
443292686,00011010011011000001110000001110,TB2S, 3, 10, 1070.850000, -930.967712, 28.421053
443292682,00011010011011000001110000001010,TB2S, 3, 11, 1063.550000, -1020.096460, 28.421053
443292681,00011010011011000001110000001001,TB2S, 3, 11, 1065.350000, -1020.096460, 28.421053
443292677,00011010011011000001110000000101,TB2S, 3, 12, 1069.050000, -1123.970618, 28.421053
443292678,00011010011011000001110000000110,TB2S, 3, 12, 1070.850000, -1123.970618, 28.421053
443293749,00011010011011000010000000110101,TB2S, 3, 1, 1100.650000, 55.491247, 33.157895
443293750,00011010011011000010000000110110,TB2S, 3, 1, 1102.450000, 55.491247, 33.157895
443293754,00011010011011000010000000111010,TB2S, 3, 2, 1095.150000, 154.090216, 33.157895
443293753,00011010011011000010000000111001,TB2S, 3, 2, 1096.950000, 154.090216, 33.157895
443293757,00011010011011000010000000111101,TB2S, 3, 3, 1100.650000, 255.043344, 33.157895
443293758,00011010011011000010000000111110,TB2S, 3, 3, 1102.450000, 255.043344, 33.157895
443293762,00011010011011000010000001000010,TB2S, 3, 4, 1095.150000, 351.483714, 33.157895
443293761,00011010011011000010000001000001,TB2S, 3, 4, 1096.950000, 351.483714, 33.157895
443293765,00011010011011000010000001000101,TB2S, 3, 5, 1100.650000, 453.102648, 33.157895
443293766,00011010011011000010000001000110,TB2S, 3, 5, 1102.450000, 453.102648, 33.157895
443293770,00011010011011000010000001001010,TB2S, 3, 6, 1095.150000, 546.102648, 33.157895
443293769,00011010011011000010000001001001,TB2S, 3, 6, 1096.950000, 546.102648, 33.157895
443293773,00011010011011000010000001001101,TB2S, 3, 7, 1100.650000, 648.378030, 33.157895
443293774,00011010011011000010000001001110,TB2S, 3, 7, 1102.450000, 648.378030, 33.157895
443293778,00011010011011000010000001010010,TB2S, 3, 8, 1095.150000, 739.378030, 33.157895
443293777,00011010011011000010000001010001,TB2S, 3, 8, 1096.950000, 739.378030, 33.157895
443293781,00011010011011000010000001010101,TB2S, 3, 9, 1100.650000, 842.305327, 33.157895
443293782,00011010011011000010000001010110,TB2S, 3, 9, 1102.450000, 842.305327, 33.157895
443293786,00011010011011000010000001011010,TB2S, 3, 10, 1095.150000, 932.393155, 33.157895
443293785,00011010011011000010000001011001,TB2S, 3, 10, 1096.950000, 932.393155, 33.157895
443293789,00011010011011000010000001011101,TB2S, 3, 11, 1100.650000, 1035.971490, 33.157895
443293790,00011010011011000010000001011110,TB2S, 3, 11, 1102.450000, 1035.971490, 33.157895
443293794,00011010011011000010000001100010,TB2S, 3, 12, 1095.150000, 1123.964390, 33.157895
443293793,00011010011011000010000001100001,TB2S, 3, 12, 1096.950000, 1123.964390, 33.157895
443293746,00011010011011000010000000110010,TB2S, 3, 1, 1095.150000, -44.308243, 33.157895
443293745,00011010011011000010000000110001,TB2S, 3, 1, 1096.950000, -44.308243, 33.157895
443293741,00011010011011000010000000101101,TB2S, 3, 2, 1100.650000, -144.891078, 33.157895
443293742,00011010011011000010000000101110,TB2S, 3, 2, 1102.450000, -144.891078, 33.157895
443293738,00011010011011000010000000101010,TB2S, 3, 3, 1095.150000, -242.522989, 33.157895
443293737,00011010011011000010000000101001,TB2S, 3, 3, 1096.950000, -242.522989, 33.157895
443293733,00011010011011000010000000100101,TB2S, 3, 4, 1100.650000, -343.774399, 33.157895
443293734,00011010011011000010000000100110,TB2S, 3, 4, 1102.450000, -343.774399, 33.157895
443293730,00011010011011000010000000100010,TB2S, 3, 5, 1095.150000, -439.254946, 33.157895
443293729,00011010011011000010000000100001,TB2S, 3, 5, 1096.950000, -439.254946, 33.157895
443293725,00011010011011000010000000011101,TB2S, 3, 6, 1100.650000, -541.169931, 33.157895
443293726,00011010011011000010000000011110,TB2S, 3, 6, 1102.450000, -541.169931, 33.157895
443293722,00011010011011000010000000011010,TB2S, 3, 7, 1095.150000, -634.169931, 33.157895
443293721,00011010011011000010000000011001,TB2S, 3, 7, 1096.950000, -634.169931, 33.157895
443293717,00011010011011000010000000010101,TB2S, 3, 8, 1100.650000, -736.742363, 33.157895
443293718,00011010011011000010000000010110,TB2S, 3, 8, 1102.450000, -736.742363, 33.157895
443293714,00011010011011000010000000010010,TB2S, 3, 9, 1095.150000, -827.742363, 33.157895
443293713,00011010011011000010000000010001,TB2S, 3, 9, 1096.950000, -827.742363, 33.157895
443293709,00011010011011000010000000001101,TB2S, 3, 10, 1100.650000, -930.967712, 33.157895
443293710,00011010011011000010000000001110,TB2S, 3, 10, 1102.450000, -930.967712, 33.157895
443293706,00011010011011000010000000001010,TB2S, 3, 11, 1095.150000, -1020.096460, 33.157895
443293705,00011010011011000010000000001001,TB2S, 3, 11, 1096.950000, -1020.096460, 33.157895
443293701,00011010011011000010000000000101,TB2S, 3, 12, 1100.650000, -1123.970618, 33.157895
443293702,00011010011011000010000000000110,TB2S, 3, 12, 1102.450000, -1123.970618, 33.157895
443294773,00011010011011000010010000110101,TB2S, 3, 1, 1069.050000, 55.491247, 37.894737
443294774,00011010011011000010010000110110,TB2S, 3, 1, 1070.850000, 55.491247, 37.894737
443294778,00011010011011000010010000111010,TB2S, 3, 2, 1063.550000, 154.090216, 37.894737
443294777,00011010011011000010010000111001,TB2S, 3, 2, 1065.350000, 154.090216, 37.894737
443294781,00011010011011000010010000111101,TB2S, 3, 3, 1069.050000, 255.043344, 37.894737
443294782,00011010011011000010010000111110,TB2S, 3, 3, 1070.850000, 255.043344, 37.894737
443294786,00011010011011000010010001000010,TB2S, 3, 4, 1063.550000, 351.483714, 37.894737
443294785,00011010011011000010010001000001,TB2S, 3, 4, 1065.350000, 351.483714, 37.894737
443294789,00011010011011000010010001000101,TB2S, 3, 5, 1069.050000, 453.102648, 37.894737
443294790,00011010011011000010010001000110,TB2S, 3, 5, 1070.850000, 453.102648, 37.894737
443294794,00011010011011000010010001001010,TB2S, 3, 6, 1063.550000, 546.102648, 37.894737
443294793,00011010011011000010010001001001,TB2S, 3, 6, 1065.350000, 546.102648, 37.894737
443294797,00011010011011000010010001001101,TB2S, 3, 7, 1069.050000, 648.378030, 37.894737
443294798,00011010011011000010010001001110,TB2S, 3, 7, 1070.850000, 648.378030, 37.894737
443294802,00011010011011000010010001010010,TB2S, 3, 8, 1063.550000, 739.378030, 37.894737
443294801,00011010011011000010010001010001,TB2S, 3, 8, 1065.350000, 739.378030, 37.894737
443294805,00011010011011000010010001010101,TB2S, 3, 9, 1069.050000, 842.305327, 37.894737
443294806,00011010011011000010010001010110,TB2S, 3, 9, 1070.850000, 842.305327, 37.894737
443294810,00011010011011000010010001011010,TB2S, 3, 10, 1063.550000, 932.393155, 37.894737
443294809,00011010011011000010010001011001,TB2S, 3, 10, 1065.350000, 932.393155, 37.894737
443294813,00011010011011000010010001011101,TB2S, 3, 11, 1069.050000, 1035.971490, 37.894737
443294814,00011010011011000010010001011110,TB2S, 3, 11, 1070.850000, 1035.971490, 37.894737
443294818,00011010011011000010010001100010,TB2S, 3, 12, 1063.550000, 1123.964390, 37.894737
443294817,00011010011011000010010001100001,TB2S, 3, 12, 1065.350000, 1123.964390, 37.894737
443294770,00011010011011000010010000110010,TB2S, 3, 1, 1063.550000, -44.308243, 37.894737
443294769,00011010011011000010010000110001,TB2S, 3, 1, 1065.350000, -44.308243, 37.894737
443294765,00011010011011000010010000101101,TB2S, 3, 2, 1069.050000, -144.891078, 37.894737
443294766,00011010011011000010010000101110,TB2S, 3, 2, 1070.850000, -144.891078, 37.894737
443294762,00011010011011000010010000101010,TB2S, 3, 3, 1063.550000, -242.522989, 37.894737
443294761,00011010011011000010010000101001,TB2S, 3, 3, 1065.350000, -242.522989, 37.894737
443294757,00011010011011000010010000100101,TB2S, 3, 4, 1069.050000, -343.774399, 37.894737
443294758,00011010011011000010010000100110,TB2S, 3, 4, 1070.850000, -343.774399, 37.894737
443294754,00011010011011000010010000100010,TB2S, 3, 5, 1063.550000, -439.254946, 37.894737
443294753,00011010011011000010010000100001,TB2S, 3, 5, 1065.350000, -439.254946, 37.894737
443294749,00011010011011000010010000011101,TB2S, 3, 6, 1069.050000, -541.169931, 37.894737
443294750,00011010011011000010010000011110,TB2S, 3, 6, 1070.850000, -541.169931, 37.894737
443294746,00011010011011000010010000011010,TB2S, 3, 7, 1063.550000, -634.169931, 37.894737
443294745,00011010011011000010010000011001,TB2S, 3, 7, 1065.350000, -634.169931, 37.894737
443294741,00011010011011000010010000010101,TB2S, 3, 8, 1069.050000, -736.742363, 37.894737
